,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
37,2280.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
38,41375.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
39,118747.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,No
40,34308.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
41,70860.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
42,77217.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
43,140921.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
44,162817.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
45,51769.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
46,82435.0,True,True,True,False,True,True,False,False,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,True,No
47,126846.0,False,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,True,True,No
48,115301.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
49,162298.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
50,133230.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,No
51,131910.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
52,141081.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
53,170905.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
54,48257.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
55,151524.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,True,No
56,59261.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
57,132416.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
58,36743.0,True,False,True,False,False,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True,No
59,85285.0,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,Yes
60,95530.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
61,108042.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
62,60933.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
63,46076.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
64,28865.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,No
65,163746.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
66,35345.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
67,149229.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
68,55186.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
69,97382.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
70,51155.0,False,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,True,Yes
71,85253.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
72,5733.0,True,False,True,False,True,True,True,False,True,True,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
73,10999.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
74,123417.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,No
75,148173.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
76,156206.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,No
77,133485.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
78,78861.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
79,85702.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
80,56009.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
81,134712.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
82,139882.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
83,135872.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
84,33094.0,True,False,True,False,True,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,True,No
85,145274.0,True,False,True,False,True,False,True,False,True,True,False,True,False,True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,No
86,530.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
87,170556.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,True,No
88,94440.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
89,69748.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
90,133741.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
91,33604.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
92,75796.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
93,115437.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
94,72385.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
95,130165.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
96,30021.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,No
97,49089.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,No
98,36152.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
99,133792.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
100,29965.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,No
101,168315.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
102,117777.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
103,137009.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
104,131957.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
105,80004.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False,No
106,37641.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,True,No
107,154613.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
108,85458.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
109,138217.0,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,True,No
110,126814.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,False,True,False,No
111,73896.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
112,136561.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
113,21549.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
114,73621.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
115,71047.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
116,117045.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
117,125130.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
118,126209.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
119,82887.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
120,164221.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,No
121,171645.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
122,111087.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
123,61700.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
124,169283.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
125,139235.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
126,26825.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
127,134724.0,False,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,No
128,34811.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
129,165650.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
130,165906.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,No
131,124216.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
132,170799.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
133,150107.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
134,140558.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,True,No
135,143636.0,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False,True,No
136,160827.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
137,40919.0,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,Yes
138,72019.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
139,139139.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
140,143198.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
141,126154.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,No
142,167789.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
143,141165.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
144,169784.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
145,143592.0,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,True,False,No
146,89052.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,No
147,170120.0,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
148,78383.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
149,51454.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
150,131726.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
151,69024.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
152,125155.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,No
153,57978.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
154,77243.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,No
155,162942.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,No
156,76138.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,No
157,154493.0,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,Yes
158,150343.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
159,158367.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,No
160,65784.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
161,76509.0,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,True,No
162,158936.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,True,No
163,143872.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
164,68965.0,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,No
165,150461.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
166,24015.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
167,145297.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
168,133861.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
169,76348.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,No
170,153839.0,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,No
171,39457.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
172,33866.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
173,35526.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,No
174,72533.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
175,125162.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,No
176,38754.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,No
177,128408.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
178,155341.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
179,50929.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
180,146890.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
181,68328.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
182,84482.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,No
183,64651.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
184,28169.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
185,64009.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
186,137473.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
187,52750.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,No
188,31394.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
189,2104.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,No
190,128254.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
191,31377.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
192,40801.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
193,144704.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,True,No
194,62176.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
195,60409.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
196,121039.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,No
197,33021.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,No
198,145108.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
199,140302.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,No
200,46288.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,No
201,170241.0,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,False,No
202,41406.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
203,53784.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,True,False,False,True,No
204,41103.0,True,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,No
